1회,2회,3회,4회,5회,6회,7회,8회,9회,상영관,상영일자,좌석수
"09:20,  몬스터 호텔 3(디지털더빙),  7,000원","11:25,  나를 차버린 스파이(디지털),  11,000원","13:50,  공작(디지털),  11,000원","16:50,  나를 차버린 스파이(디지털),  10,000원","19:35,  맘마미아!2(디지털),  10,000원","21:55,  나를 차버린 스파이(디지털),  11,000원","24:20,  메가로돈(디지털),  8,000원",,,08관,2018-08-25,85
"09:30,  공작(디지털),  7,000원","12:15,  공작(디지털),  11,000원","15:00,  공작(디지털),  11,000원","17:45,  공작(디지털),  11,000원","20:30,  공작(디지털),  11,000원","23:15,  공작(디지털),  11,000원",,,,01관,2018-08-26,206
"08:50,  너의 결혼식(디지털),  7,000원","11:05,  너의 결혼식(디지털),  11,000원","13:20,  너의 결혼식(디지털),  11,000원","15:35,  너의 결혼식(디지털),  11,000원","17:50,  너의 결혼식(디지털),  11,000원","20:05,  너의 결혼식(디지털),  11,000원","22:20,  너의 결혼식(디지털),  11,000원","24:35,  너의 결혼식(디지털),  8,000원",,02관,2018-08-26,246
"09:40,  목격자(디지털),  7,000원","12:00,  목격자(디지털),  11,000원","14:20,  목격자(디지털),  11,000원","16:40,  목격자(디지털),  11,000원","19:00,  목격자(디지털),  11,000원","21:30,  목격자(디지털),  11,000원","24:00,  목격자(디지털),  11,000원",,,03관,2018-08-26,251
"10:50,  목격자(디지털),  7,000원","13:10,  목격자(디지털),  11,000원","15:40,  목격자(디지털),  11,000원","18:00,  목격자(디지털),  11,000원","20:20,  목격자(디지털),  11,000원","22:40,  목격자(디지털),  11,000원",,,,04관,2018-08-26,125
"09:40,  신과함께-인과 연(디지털),  9,000원","12:30,  신과함께-인과 연(디지털),  11,000원","15:20,  신과함께-인과 연(디지털),  11,000원","18:10,  신과함께-인과 연(디지털),  11,000원","20:55,  신과함께-인과 연(디지털),  11,000원","23:50,  신과함께-인과 연(디지털),  11,000원",,,,05관,2018-08-26,134
"09:45,  너의 결혼식(디지털),  8,500원","12:00,  너의 결혼식(디지털),  6,000원","14:15,  너의 결혼식(디지털),  11,000원","16:30,  너의 결혼식(디지털),  11,000원","18:50,  너의 결혼식(디지털),  11,000원","21:05,  너의 결혼식(디지털),  11,000원","23:20,  너의 결혼식(디지털),  11,000원",,,06관,2018-08-26,164
"09:00,  픽시(디지털더빙)","10:40,  맘마미아!2(디지털),  7,000원","13:00,  픽시(디지털더빙),  11,000원","14:40,  몬스터 호텔 3(디지털더빙),  11,000원","17:00,  메가로돈(디지털),  11,000원","19:20,  공작(디지털),  11,000원","22:05,  공작(디지털),  11,000원",,,07관,2018-08-26,89
"09:20,  몬스터 호텔 3(디지털더빙),  7,000원","11:25,  나를 차버린 스파이(디지털),  11,000원","13:50,  공작(디지털),  11,000원","16:50,  나를 차버린 스파이(디지털),  11,000원","19:35,  맘마미아!2(디지털),  11,000원","21:55,  나를 차버린 스파이(디지털),  11,000원","24:20,  메가로돈(디지털),  9,000원",,,08관,2018-08-26,85
"09:30,  공작(디지털),  6,000원","12:15,  공작(디지털),  9,000원","15:00,  공작(디지털),  10,000원","17:45,  공작(디지털),  10,000원","20:40,  공작(디지털),  10,000원","23:30,  공작(디지털),  7,000원",,,,01관,2018-08-27,206
"08:50,  너의 결혼식(디지털),  6,000원","11:05,  너의 결혼식(디지털),  10,000원","13:20,  너의 결혼식(디지털),  10,000원","15:35,  너의 결혼식(디지털),  10,000원","17:50,  너의 결혼식(디지털),  10,000원","20:05,  너의 결혼식(디지털),  10,000원","22:20,  너의 결혼식(디지털),  10,000원","24:35,  너의 결혼식(디지털),  9,000원",,02관,2018-08-27,246
"09:40,  목격자(디지털),  7,000원","12:00,  목격자(디지털),  9,000원","14:20,  목격자(디지털),  10,000원","16:40,  목격자(디지털),  10,000원","19:00,  목격자(디지털),  10,000원","21:30,  목격자(디지털),  10,000원","24:00,  목격자(디지털),  10,000원",,,03관,2018-08-27,251
"10:50,  목격자(디지털),  6,000원","13:10,  목격자(디지털),  10,000원","15:40,  목격자(디지털),  10,000원","18:00,  목격자(디지털),  9,000원","20:20,  목격자(디지털),  10,000원","22:40,  목격자(디지털),  10,000원",,,,04관,2018-08-27,125
"09:40,  신과함께-인과 연(디지털),  7,000원","12:30,  신과함께-인과 연(디지털),  10,000원","15:20,  신과함께-인과 연(디지털),  10,000원","18:10,  신과함께-인과 연(디지털),  9,000원","20:55,  신과함께-인과 연(디지털),  10,000원","23:50,  신과함께-인과 연(디지털),  10,000원",,,,05관,2018-08-27,134
"09:45,  너의 결혼식(디지털),  6,000원","12:00,  너의 결혼식(디지털),  9,000원","14:15,  너의 결혼식(디지털),  9,000원","16:30,  너의 결혼식(디지털),  10,000원","18:50,  너의 결혼식(디지털),  10,000원","21:05,  너의 결혼식(디지털),  10,000원","23:20,  너의 결혼식(디지털),  10,000원",,,06관,2018-08-27,164
"10:00,  맘마미아!2(디지털),  6,000원","12:30,  맘마미아!2(디지털),  9,000원","14:50,  몬스터 호텔 3(디지털더빙),  9,000원","17:00,  메가로돈(디지털)","19:20,  공작(디지털),  10,000원","22:05,  공작(디지털),  10,000원",,,,07관,2018-08-27,89
"10:10,  나를 차버린 스파이(디지털),  6,000원","12:35,  픽시(디지털더빙)","14:35,  나를 차버린 스파이(디지털),  10,000원","17:10,  맘마미아!2(디지털),  10,000원","19:30,  나를 차버린 스파이(디지털),  9,000원","21:55,  메가로돈(디지털),  10,000원","24:15,  나를 차버린 스파이(디지털),  9,000원",,,08관,2018-08-27,85
"09:30,  공작(디지털),  6,000원","12:15,  공작(디지털),  9,000원","15:00,  공작(디지털),  9,000원","17:45,  공작(디지털),  10,000원","20:40,  공작(디지털),  10,000원","23:30,  공작(디지털),  10,000원",,,,01관,2018-08-28,206
"08:50,  너의 결혼식(디지털),  6,000원","11:05,  너의 결혼식(디지털),  10,000원","13:20,  너의 결혼식(디지털),  10,000원","15:35,  너의 결혼식(디지털),  10,000원","17:50,  너의 결혼식(디지털),  10,000원","20:05,  너의 결혼식(디지털),  9,000원","22:20,  너의 결혼식(디지털),  10,000원","24:35,  너의 결혼식(디지털),  9,000원",,02관,2018-08-28,246
"09:40,  목격자(디지털),  7,000원","12:00,  목격자(디지털),  8,000원","14:20,  목격자(디지털),  8,000원","16:40,  목격자(디지털),  10,000원","19:00,  목격자(디지털),  10,000원","21:30,  목격자(디지털),  10,000원","24:00,  목격자(디지털),  10,000원",,,03관,2018-08-28,251
"10:50,  목격자(디지털),  7,000원","13:10,  목격자(디지털),  10,000원","15:40,  목격자(디지털),  9,000원","18:00,  목격자(디지털),  10,000원","20:20,  목격자(디지털),  10,000원","22:40,  목격자(디지털),  8,000원",,,,04관,2018-08-28,125
"09:40,  신과함께-인과 연(디지털),  6,000원","12:30,  신과함께-인과 연(디지털),  9,000원","15:20,  신과함께-인과 연(디지털),  10,000원","18:10,  신과함께-인과 연(디지털),  10,000원","20:55,  신과함께-인과 연(디지털),  10,000원","23:50,  신과함께-인과 연(디지털),  10,000원",,,,05관,2018-08-28,134
"09:45,  너의 결혼식(디지털),  6,000원","12:00,  너의 결혼식(디지털),  8,500원","14:15,  너의 결혼식(디지털),  10,000원","16:30,  너의 결혼식(디지털),  10,000원","18:50,  너의 결혼식(디지털),  10,000원","21:05,  너의 결혼식(디지털),  10,000원","23:20,  너의 결혼식(디지털),  10,000원",,,06관,2018-08-28,164
"10:00,  맘마미아!2(디지털),  9,000원","12:30,  맘마미아!2(디지털),  9,000원","14:50,  몬스터 호텔 3(디지털더빙)","17:00,  메가로돈(디지털),  10,000원","19:20,  공작(디지털),  10,000원","22:05,  공작(디지털),  10,000원",,,,07관,2018-08-28,89
"10:10,  나를 차버린 스파이(디지털),  6,000원","12:35,  픽시(디지털더빙)","14:35,  나를 차버린 스파이(디지털),  10,000원","17:10,  맘마미아!2(디지털),  10,000원","19:30,  나를 차버린 스파이(디지털),  10,000원","21:55,  메가로돈(디지털),  9,000원","24:15,  나를 차버린 스파이(디지털),  9,000원",,,08관,2018-08-28,85
"10:00,  목격자(디지털),  6,000원","12:20,  목격자(디지털),  9,000원","14:40,  목격자(디지털),  10,000원","17:00,  목격자(디지털),  5,000원","19:20,  목격자(디지털),  9,000원","21:40,  목격자(디지털),  10,000원","24:00,  목격자(디지털),  10,000원",,,01관,2018-08-29,206
"08:50,  너의 결혼식(디지털),  6,000원","11:05,  너의 결혼식(디지털),  9,000원","13:20,  너의 결혼식(디지털),  10,000원","15:35,  너의 결혼식(디지털),  10,000원","17:50,  너의 결혼식(디지털),  7,000원","20:05,  너의 결혼식(디지털),  7,000원","22:20,  너의 결혼식(디지털),  10,000원","24:35,  너의 결혼식(디지털),  9,000원",,02관,2018-08-29,246
"08:55,  상류사회(디지털),  6,000원","11:20,  상류사회(디지털),  10,000원","13:45,  상류사회(디지털),  10,000원","16:10,  상류사회(디지털),  9,000원","18:35,  상류사회(디지털),  5,000원","21:00,  상류사회(디지털),  7,000원","24:15,  상류사회(디지털),  8,000원",,,03관,2018-08-29,251
"09:50,  상류사회(디지털),  6,000원","12:15,  신과함께-인과 연(디지털),  9,000원","15:00,  상류사회(디지털),  10,000원","17:35,  상류사회(디지털),  7,000원","20:00,  상류사회(디지털),  5,000원","22:55,  상류사회(디지털),  10,000원",,,,04관,2018-08-29,125
"08:50,  공작(디지털),  6,000원","11:35,  공작(디지털),  9,000원","14:20,  공작(디지털),  10,000원","17:05,  신과함께-인과 연(디지털),  5,000원","19:50,  공작(디지털),  5,000원","22:35,  공작(디지털),  10,000원",,,,05관,2018-08-29,134
"09:40,  서치(디지털),  7,000원","11:50,  서치(디지털),  9,000원","14:00,  서치(디지털),  10,000원","16:10,  서치(디지털),  10,000원","18:20,  서치(디지털),  5,000원","20:30,  서치(디지털),  5,000원","22:40,  맘마미아!2(디지털),  10,000원",,,06관,2018-08-29,164
"09:20,  신과함께-인과 연(디지털),  6,000원","12:05,  맘마미아!2(디지털),  9,000원","14:25,  맘마미아!2(디지털),  10,000원","16:45,  너의 결혼식(디지털),  10,000원","19:00,  너의 결혼식(디지털),  5,000원","21:15,  신과함께-인과 연(디지털),  10,000원","24:05,  신과함께-인과 연(디지털),  9,000원",,,07관,2018-08-29,89
"10:00,  언덕길의 아폴론(디지털),  6,000원","12:25,  나를 차버린 스파이(디지털),  7,000원","14:50,  언덕길의 아폴론(디지털),  9,000원","17:15,  나를 차버린 스파이(디지털),  5,000원","19:40,  언덕길의 아폴론(디지털),  5,000원","22:05,  나를 차버린 스파이(디지털),  10,000원","24:30,  서치(디지털),  9,000원",,,08관,2018-08-29,85
"10:00,  목격자(디지털),  6,000원","12:20,  목격자(디지털),  9,000원","14:40,  목격자(디지털),  10,000원","17:00,  목격자(디지털),  10,000원","19:20,  목격자(디지털),  10,000원","21:40,  목격자(디지털),  10,000원","24:00,  목격자(디지털),  10,000원",,,01관,2018-08-30,206
"08:50,  너의 결혼식(디지털),  6,000원","11:05,  너의 결혼식(디지털),  9,000원","13:20,  너의 결혼식(디지털),  10,000원","15:35,  너의 결혼식(디지털),  10,000원","17:50,  너의 결혼식(디지털),  10,000원","20:05,  너의 결혼식(디지털),  10,000원","22:20,  너의 결혼식(디지털),  10,000원","24:35,  너의 결혼식(디지털),  8,000원",,02관,2018-08-30,246
"08:55,  상류사회(디지털),  6,000원","11:20,  상류사회(디지털),  9,000원","13:45,  상류사회(디지털),  10,000원","16:10,  상류사회(디지털),  10,000원","18:35,  상류사회(디지털),  10,000원","21:00,  상류사회(디지털),  10,000원","23:25,  상류사회(디지털),  10,000원",,,03관,2018-08-30,251
"09:55,  너의 결혼식(디지털),  6,000원","12:10,  너의 결혼식(디지털),  9,000원","14:25,  너의 결혼식(디지털),  10,000원","16:40,  너의 결혼식(디지털),  10,000원","19:00,  너의 결혼식(디지털),  10,000원","21:15,  너의 결혼식(디지털),  10,000원","23:35,  너의 결혼식(디지털),  10,000원",,,04관,2018-08-30,125
"08:50,  공작(디지털),  6,000원","11:35,  공작(디지털),  9,000원","14:20,  공작(디지털),  10,000원","17:05,  공작(디지털),  10,000원","19:50,  공작(디지털),  10,000원","22:35,  공작(디지털),  10,000원",,,,05관,2018-08-30,134
"09:40,  서치(디지털),  6,000원","11:50,  서치(디지털),  9,000원","14:00,  서치(디지털),  10,000원","16:10,  서치(디지털),  10,000원","18:20,  서치(디지털),  10,000원","20:30,  서치(디지털),  10,000원","22:40,  서치(디지털),  10,000원",,,06관,2018-08-30,164
"10:10,  신과함께-인과 연(디지털),  7,000원","12:55,  맘마미아!2(디지털),  9,000원","15:15,  신과함께-인과 연(디지털),  10,000원","18:05,  맘마미아!2(디지털),  10,000원","20:25,  신과함께-인과 연(디지털),  10,000원","23:15,  신과함께-인과 연(디지털),  10,000원",,,,07관,2018-08-30,89
"10:00,  언덕길의 아폴론(디지털),  6,000원","12:25,  나를 차버린 스파이(디지털)","14:50,  언덕길의 아폴론(디지털)","17:15,  나를 차버린 스파이(디지털),  9,000원","19:40,  언덕길의 아폴론(디지털),  10,000원","22:05,  나를 차버린 스파이(디지털),  10,000원","24:30,  상류사회(디지털),  9,000원",,,08관,2018-08-30,85
"10:00,  목격자(디지털),  7,000원","12:20,  목격자(디지털),  11,000원","14:40,  목격자(디지털),  11,000원","17:00,  목격자(디지털),  11,000원","19:20,  목격자(디지털),  11,000원","21:40,  목격자(디지털),  11,000원","24:00,  목격자(디지털),  10,000원",,,01관,2018-08-31,206
"08:50,  너의 결혼식(디지털),  7,000원","11:05,  너의 결혼식(디지털),  10,000원","13:20,  너의 결혼식(디지털),  11,000원","15:35,  너의 결혼식(디지털),  11,000원","17:50,  너의 결혼식(디지털),  11,000원","20:05,  너의 결혼식(디지털),  11,000원","22:20,  너의 결혼식(디지털),  11,000원","24:35,  너의 결혼식(디지털),  9,000원",,02관,2018-08-31,246
"08:55,  상류사회(디지털),  7,000원","11:20,  상류사회(디지털),  10,000원","13:45,  상류사회(디지털),  11,000원","16:10,  상류사회(디지털),  11,000원","18:35,  상류사회(디지털),  11,000원","21:00,  상류사회(디지털),  11,000원","23:25,  상류사회(디지털),  11,000원",,,03관,2018-08-31,251
"09:55,  너의 결혼식(디지털),  7,000원","12:10,  너의 결혼식(디지털),  11,000원","14:25,  너의 결혼식(디지털),  11,000원","16:40,  너의 결혼식(디지털),  11,000원","19:00,  너의 결혼식(디지털),  11,000원","21:15,  너의 결혼식(디지털),  11,000원","23:35,  너의 결혼식(디지털),  11,000원",,,04관,2018-08-31,125
"09:50,  공작(디지털),  7,000원","12:35,  공작(디지털),  11,000원","15:20,  공작(디지털),  11,000원","18:05,  공작(디지털),  11,000원","20:50,  공작(디지털),  11,000원","23:40,  공작(디지털),  11,000원",,,,05관,2018-08-31,134
