10회,11회,1회,2회,3회,4회,5회,6회,7회,8회,9회,상영관,상영일자,좌석수
,,"10:20,  폴레트의 수상한 베이커리(디지털),  5,000원","12:10,  어느 하녀의 일기(디지털),  7,000원","14:10,  나의 어머니(디지털),  7,000원","16:20,  마리 이야기: 손끝의 기적(디지털),  7,000원","18:20,  블러바드(디지털),  7,000원","20:10,  블루 룸(디지털),  7,000원",,,,소극장,2015-08-20,212
,,"10:00,  뷰티 인사이드(디지털),  5,000원","12:40,  베테랑(디지털),  7,000원","15:20,  퇴마: 무녀굴(디지털),  7,000원","17:40,  베테랑(디지털),  7,000원","20:20,  뷰티 인사이드(디지털),  7,000원",,,,,중극장,2015-08-20,413
,,"10:00,  오늘영화(디지털),  5,000원","12:00,  이바라키의 여름(디지털),  7,000원","14:00,  레네트와 미라벨의 네가지 모험(디지털),  6,000원","17:00,  키드 갈라하드(필름),  6,000원","20:00,  데자뷰(디지털),  6,000원",,,,,시네마테크관,2015-08-21,212
,,"10:40,  마리 이야기: 손끝의 기적(디지털),  7,000원","12:40,  하루(디지털),  7,000원","14:40,  폴레트의 수상한 베이커리(디지털),  7,000원","16:30,  블러바드(디지털),  7,000원","18:20,  어느 하녀의 일기(디지털),  7,000원","20:20,  나의 어머니(디지털),  7,000원",,,,소극장,2015-08-21,212
,,"10:00,  베테랑(디지털),  6,000원","12:40,  퇴마: 무녀굴(디지털),  7,000원","15:00,  뷰티 인사이드(디지털),  7,000원","17:40,  베테랑(디지털),  7,000원","20:20,  뷰티 인사이드(디지털),  7,000원",,,,,중극장,2015-08-21,413
,,"10:40,  우먼 인 골드(디지털),  7,000원",,"13:00,  A.I.(디지털),  6,000원","17:00,  봄 이야기(디지털),  6,000원","20:00,  제저벨(필름),  6,000원",,,,,시네마테크관,2015-08-22,212
,,"09:50,  어느 하녀의 일기(디지털),  5,000원","11:50,  마리 이야기: 손끝의 기적(디지털),  7,000원","13:50,  나의 어머니(디지털),  7,000원","16:00,  폴레트의 수상한 베이커리(디지털),  7,000원","17:50,  셀마(디지털),  7,000원",,,,,소극장,2015-08-22,212
,,"09:30,  무민 더 무비(디지털),  6,000원","11:10,  베테랑(디지털),  7,000원","13:40,  뷰티 인사이드(디지털),  7,000원","16:10,  베테랑(디지털),  7,000원","18:40,  퇴마: 무녀굴(디지털),  7,000원","20:50,  뷰티 인사이드(디지털),  7,000원",,,,중극장,2015-08-22,413
,,"10:00,  위로공단(디지털),  5,000원","12:00,  오늘영화(디지털),  7,000원","14:00,  겨울 이야기 (디지털),  6,000원","17:00,  맨 프럼 어스(디지털),  6,000원","20:00,  이브의 모든 것(필름),  6,000원",,,,,시네마테크관,2015-08-23,212
,,"10:10,  하루(디지털),  5,000원","12:10,  어느 하녀의 일기(디지털),  7,000원","14:10,  마리 이야기: 손끝의 기적(디지털),  7,000원","16:10,  나의 어머니(디지털),  7,000원","18:20,  블러바드(디지털),  7,000원","20:10,  블루 룸(디지털),  7,000원",,,,소극장,2015-08-23,212
,,"09:30,  뷰티 인사이드(디지털),  5,000원","12:00,  무민 더 무비(디지털),  7,000원","13:40,  베테랑(디지털),  7,000원","16:10,  퇴마: 무녀굴(디지털),  7,000원","18:20,  뷰티 인사이드(디지털),  7,000원","20:50,  베테랑(디지털),  7,000원",,,,중극장,2015-08-23,413
,,"11:00,  오늘영화(디지털),  7,000원","13:00,  위로공단(디지털),  7,000원","15:00,  이바라키의 여름(디지털),  7,000원","17:00,  제외될 수 없는(디지털),  0원","19:30,  오늘영화(디지털),  7,000원",,,,,시네마테크관,2015-08-24,212
,,"09:40,  블루 룸(디지털),  5,000원","11:20,  블러바드(디지털),  7,000원","13:10,  마리 이야기: 손끝의 기적(디지털),  7,000원","15:10,  폴레트의 수상한 베이커리(디지털),  7,000원",,"19:50,  나의 어머니(디지털),  7,000원",,,,소극장,2015-08-24,212
,,"10:00,  베테랑(디지털),  5,000원","12:30,  뷰티 인사이드(디지털),  7,000원","15:00,  베테랑(디지털),  7,000원","17:30,  뷰티 인사이드(디지털),  7,000원","20:00,  퇴마: 무녀굴(디지털),  7,000원",,,,,중극장,2015-08-24,413
,,"10:00,  위로공단(디지털),  5,000원","12:00,  오늘영화(디지털),  7,000원","14:00,  천년을 흐르는 사랑(디지털),  6,000원","17:00,  가을이야기(디지털),  6,000원","20:00,  데인저러스(필름),  4,000원",,,,,시네마테크관,2015-08-25,212
,,"09:30,  종이 달(디지털),  5,000원","12:00,  디올 앤 아이(디지털),  7,000원","13:50,  러브 앤 머시(디지털),  7,000원","16:20,  더 디너(디지털),  7,000원","18:20,  하루(디지털),  7,000원","20:10,  셀마(디지털),  7,000원",,,,소극장,2015-08-25,212
,,"10:00,  퇴마: 무녀굴(디지털),  5,000원","12:20,  베테랑(디지털),  7,000원","15:00,  뷰티 인사이드(디지털),  7,000원","17:40,  베테랑(디지털),  7,000원","20:20,  뷰티 인사이드(디지털),  7,000원",,,,,중극장,2015-08-25,413
,,,,"14:00,  베이비 제인에게 무슨 일이 생겼나(디지털),  3,000원","17:00,  다크시티(필름),  3,000원","20:00,  원 와일드 모먼트(디지털),  3,000원",,,,,시네마테크관,2015-08-26,212
,,"10:20,  이바라키의 여름(디지털),  3,500원","12:20,  오늘영화(디지털),  3,500원","14:20,  위로공단(디지털),  3,500원","16:20,  이바라키의 여름(디지털),  3,500원","18:20,  오늘영화(디지털),  3,500원","20:20,  위로공단(디지털),  3,500원",,,,소극장,2015-08-26,212
,,"10:10,  피아니스트(디지털),  3,500원","13:00,  볼쇼이 스페셜 갈라(디지털),  0원","15:10,  원스 어폰 어 타임 인 아메리카(디지털),  5,000원","20:00,  피아니스트(디지털),  3,500원",,,,,,중극장,2015-08-26,413
,,"10:40,  우먼 인 골드(디지털),  7,000원",,"13:00,  A.I.(디지털),  6,000원","17:00,  나무, 시장, 메디아테크(디지털),  6,000원","20:00,  제저벨(필름),  4,000원",,,,,시네마테크관,2015-08-27,212
,,"10:50,  디올 앤 아이(디지털),  7,000원","12:40,  블러바드(디지털),  7,000원","14:30,  폴레트의 수상한 베이커리(디지털),  7,000원","16:20,  마리 이야기: 손끝의 기적(디지털),  7,000원",,"20:30,  미라클 벨리에(디지털),  7,000원",,,,소극장,2015-08-27,212
,,"10:00,  뷰티 인사이드(디지털),  5,000원","12:40,  퇴마: 무녀굴(디지털),  5,000원","15:00,  베테랑(디지털),  7,000원","17:40,  뷰티 인사이드(디지털),  7,000원","20:20,  베테랑(디지털),  5,000원",,,,,중극장,2015-08-27,413
,,"10:00,  오늘영화(디지털),  5,000원","12:00,  위로공단(디지털),  7,000원","14:00,  이브의 모든 것(필름),  6,000원","17:00,  맨 프럼 어스(디지털),  6,000원","20:00,  겨울 이야기 (디지털),  6,000원",,,,,시네마테크관,2015-08-28,212
,,"10:20,  나의 어머니(디지털),  5,000원","12:30,  디올 앤 아이(디지털),  7,000원","14:20,  마리 이야기: 손끝의 기적(디지털),  7,000원","16:20,  하루(디지털),  7,000원","18:20,  미라클 벨리에(디지털),  7,000원","20:30,  블러바드(디지털),  7,000원",,,,소극장,2015-08-28,212
,,"10:00,  베테랑(디지털),  6,000원","12:40,  뷰티 인사이드(디지털),  7,000원","15:20,  퇴마: 무녀굴(디지털),  7,000원","17:40,  베테랑(디지털),  7,000원","20:20,  뷰티 인사이드(디지털),  7,000원",,,,,중극장,2015-08-28,413
,,"09:40,  우먼 인 골드(디지털),  5,000원","12:00,  이바라키의 여름(디지털),  7,000원","14:00,  더 문(디지털),  6,000원","17:00,  여름이야기(디지털),  6,000원","20:00,  베이비 제인에게 무슨 일이 생겼나(디지털),  6,000원",,,,,시네마테크관,2015-08-29,212
,,"10:10,  폴레트의 수상한 베이커리(디지털),  5,000원","12:00,  마리 이야기: 손끝의 기적(디지털),  7,000원","14:00,  나의 어머니(디지털),  7,000원","16:10,  미라클 벨리에(디지털),  7,000원","18:20,  어느 하녀의 일기(디지털),  7,000원","20:20,  블러바드(디지털),  7,000원",,,,소극장,2015-08-29,212
,,"10:00,  뷰티 인사이드(디지털),  5,000원","12:40,  베테랑(디지털),  7,000원","15:20,  뷰티 인사이드(디지털),  7,000원","18:00,  퇴마: 무녀굴(디지털),  7,000원","20:20,  베테랑(디지털),  7,000원",,,,,중극장,2015-08-29,413
,,"10:00,  위로공단(디지털),  6,000원","12:00,  오늘영화(디지털),  7,000원","14:00,  데자뷰(디지털),  6,000원","17:00,  작은 여우들(필름),  6,000원","20:00,  내 여자친구의 남자친구(디지털),  6,000원",,,,,시네마테크관,2015-08-30,212
,,"09:40,  어느 하녀의 일기(디지털),  5,000원","11:40,  나의 어머니(디지털),  7,000원","13:50,  미라클 벨리에(디지털),  7,000원","16:00,  셀마(디지털),  7,000원","18:30,  폴레트의 수상한 베이커리(디지털),  7,000원","20:20,  마리 이야기: 손끝의 기적(디지털),  7,000원",,,,소극장,2015-08-30,212
,,"10:00,  베테랑(디지털),  5,000원","12:40,  뷰티 인사이드(디지털),  7,000원","15:20,  베테랑(디지털),  7,000원","18:00,  뷰티 인사이드(디지털),  7,000원","20:30,  퇴마: 무녀굴(디지털),  7,000원",,,,,중극장,2015-08-30,413
,,"10:50,  오늘영화(디지털),  7,000원","12:50,  위로공단(디지털),  7,000원","14:50,  이바라키의 여름(디지털),  7,000원","17:00,  오늘영화(디지털),  7,000원","19:30,  미워도 다시 한번(필름),  0원",,,,,시네마테크관,2015-08-31,212
,,"10:20,  나의 어머니(디지털),  5,000원","12:30,  미라클 벨리에(디지털),  7,000원","14:40,  마리 이야기: 손끝의 기적(디지털),  7,000원","16:40,  폴레트의 수상한 베이커리(디지털),  7,000원","18:30,  블러바드(디지털),  7,000원","20:20,  디올 앤 아이(디지털),  7,000원",,,,소극장,2015-08-31,212
,,"10:00,  퇴마: 무녀굴(디지털),  5,000원","12:20,  베테랑(디지털),  7,000원","15:00,  뷰티 인사이드(디지털),  7,000원","17:40,  베테랑(디지털),  7,000원","20:20,  뷰티 인사이드(디지털),  7,000원",,,,,중극장,2015-08-31,413
,,,"11:40,  우먼 인 골드(디지털),  7,000원","14:00,  분홍신(필름),  6,000원","17:00,  수도원(필름),  6,000원","20:00,  내가 어디로 가고 있는지 안다(디지털),  6,000원",,,,,시네마테크관,2015-09-01,212
,,"10:00,  더 디너(디지털),  6,000원","12:00,  하루(디지털),  7,000원","14:00,  종이 달(디지털),  7,000원","16:30,  디올 앤 아이(디지털),  7,000원","18:20,  블루 룸(디지털),  7,000원","20:10,  러브 앤 머시(디지털),  7,000원",,,,소극장,2015-09-01,212
,,"10:00,  뷰티 인사이드(디지털),  5,000원","12:40,  퇴마: 무녀굴(디지털),  7,000원","15:00,  베테랑(디지털),  7,000원","17:40,  뷰티 인사이드(디지털),  7,000원","20:20,  베테랑(디지털),  7,000원",,,,,중극장,2015-09-01,413
,,"10:00,  오늘영화(디지털),  5,000원","12:00,  위로공단(디지털),  7,000원","14:00,  삶과 죽음의 문제(필름),  6,000원","17:00,  검은 수선화(필름),  6,000원","20:00,  잠수종과 나비(디지털),  0원",,,,,시네마테크관,2015-09-02,212
,,"10:50,  블러바드(디지털),  7,000원","12:40,  폴레트의 수상한 베이커리(디지털),  7,000원","14:30,  미라클 벨리에(디지털),  7,000원","16:40,  블루 룸(디지털),  7,000원","18:20,  마리 이야기: 손끝의 기적(디지털),  7,000원","20:20,  나의 어머니(디지털),  7,000원",,,,소극장,2015-09-02,212
,,"10:00,  베테랑(디지털),  5,000원","12:40,  뷰티 인사이드(디지털),  7,000원","15:20,  퇴마: 무녀굴(디지털),  7,000원","17:40,  베테랑(디지털),  7,000원","20:20,  뷰티 인사이드(디지털),  7,000원",,,,,중극장,2015-09-02,413
,,,"11:50,  침묵의 시선(디지털),  7,000원","14:00,  집시의 시간(필름),  6,000원","17:30,  젊은 퇴를레스(필름),  6,000원",,,,,,시네마테크관,2015-09-03,212
,,"11:20,  기적의 피아노(디지털),  7,000원","13:00,  오피스(디지털),  7,000원","15:20,  기적의 피아노(디지털),  7,000원","17:00,  오피스(디지털),  7,000원","19:20,  위로공단(디지털),  7,000원",,,,,소극장,2015-09-03,212
,,"10:00,  앤트맨(디지털),  6,000원","12:30,  베테랑(디지털),  7,000원","15:00,  피케이: 별에서 온 얼간이(디지털),  7,000원","17:40,  앤트맨(디지털),  7,000원","20:10,  이민자(디지털),  7,000원",,,,,중극장,2015-09-03,413
,,,"11:50,  침묵의 시선(디지털),  7,000원","14:00,  아르센 뤼팽의 모험(디지털),  6,000원","17:00,  분홍신(필름),  6,000원","20:30,  바그다드의 도둑(필름),  6,000원",,,,,시네마테크관,2015-09-04,212
,,"10:00,  이민자(디지털),  5,000원","12:30,  앤트맨(디지털),  7,000원","15:00,  베테랑(디지털),  7,000원","17:30,  피케이: 별에서 온 얼간이(디지털),  7,000원","20:10,  앤트맨(디지털),  7,000원",,,,,중극장,2015-09-04,413
,,,"11:00,  맨느 오세앙(필름),  6,000원",,"18:00,  아이들 도둑(필름),  6,000원","20:30,  검은 수선화(필름),  6,000원",,,,,시네마테크관,2015-09-05,212
,,"10:10,  마리 이야기: 손끝의 기적(디지털),  5,000원","12:10,  침묵의 시선(디지털),  7,000원","14:20,  미라클 벨리에(디지털),  7,000원","16:30,  나의 어머니(디지털),  7,000원","18:40,  블러바드(디지털),  7,000원","20:30,  오피스(디지털),  7,000원",,,,소극장,2015-09-05,212
,,"10:00,  앤트맨(디지털),  5,000원","12:30,  이민자(디지털),  7,000원","15:00,  앤트맨(디지털),  7,000원","17:30,  베테랑(디지털),  7,000원","20:10,  피케이: 별에서 온 얼간이(디지털),  7,000원",,,,,중극장,2015-09-05,413
,,"10:00,  기적의 피아노(디지털),  5,000원","11:40,  오피스(디지털),  7,000원","14:00,  아르센 뤼팽의 모험(디지털),  6,000원","17:00,  내가 어디로 가고 있는지 안다(디지털),  6,000원","20:00,  집시의 시간(필름),  6,000원",,,,,시네마테크관,2015-09-06,212
,,"10:10,  폴레트의 수상한 베이커리(디지털),  5,000원","12:00,  디올 앤 아이(디지털),  7,000원","13:50,  침묵의 시선(디지털),  7,000원","16:00,  미라클 벨리에(디지털),  7,000원","18:10,  마리 이야기: 손끝의 기적(디지털),  7,000원","20:10,  나의 어머니(디지털),  7,000원",,,,소극장,2015-09-06,212
,,"10:00,  피케이: 별에서 온 얼간이(디지털),  5,000원","12:40,  앤트맨(디지털),  7,000원","15:10,  이민자(디지털),  7,000원","17:40,  앤트맨(디지털),  7,000원","20:10,  베테랑(디지털),  7,000원",,,,,중극장,2015-09-06,413
,,,"12:50,  기적의 피아노(디지털),  7,000원","14:30,  오피스(디지털),  7,000원","16:50,  위로공단(디지털),  7,000원","19:00,  2015 여름영화캠프 작품 상영회(디지털),  0원",,,,,시네마테크관,2015-09-07,212
,,"10:10,  미라클 벨리에(디지털),  5,000원","12:20,  마리 이야기: 손끝의 기적(디지털),  7,000원","14:20,  폴레트의 수상한 베이커리(디지털),  7,000원","16:10,  침묵의 시선(디지털),  7,000원","18:20,  나의 어머니(디지털),  7,000원","20:30,  종이 달(디지털),  7,000원",,,,소극장,2015-09-07,212
,,"10:00,  이민자(디지털),  5,000원","12:30,  피케이: 별에서 온 얼간이(디지털),  7,000원","15:10,  앤트맨(디지털),  7,000원","17:40,  이민자(디지털),  7,000원","20:10,  앤트맨(디지털),  7,000원",,,,,중극장,2015-09-07,413
,,,"11:20,  침묵의 시선(디지털),  7,000원",,"17:00,  아이들 도둑(필름),  6,000원","20:00,  혁명 전야(디지털),  6,000원",,,,,시네마테크관,2015-09-08,212
,,"11:00,  오피스(디지털),  6,000원","13:20,  기적의 피아노(디지털),  7,000원","15:00,  베테랑(디지털 가치봄),  6,000원","18:20,  기적의 피아노(디지털),  7,000원","20:10,  오피스(디지털),  7,000원",,,,,소극장,2015-09-08,212
,,"10:00,  앤트맨(디지털),  5,000원","12:30,  이민자(디지털),  7,000원","15:00,  피케이: 별에서 온 얼간이(디지털),  7,000원","17:40,  앤트맨(디지털),  7,000원","20:20,  이민자(디지털),  7,000원",,,,,중극장,2015-09-08,413
